mask,bbdc3,bbdc4
2023 03 13 16 49 00.000,11.72,13.43
2023 03 13 16 50 00.000,11.72,13.41
2023 03 13 16 51 00.000,11.71,13.44
2023 03 13 16 52 00.000,11.71,13.42
2023 03 13 16 53 00.000,11.71,13.44
2023 03 13 16 54 00.000,11.71,13.42
2023 03 13 17 07 00.000,11.71,13.42
2023 03 14 10 03 00.000,11.68,13.27
2023 03 14 10 04 00.000,11.62,13.24
2023 03 14 10 05 00.000,11.66,13.26
2023 03 14 10 06 00.000,11.67,13.3
2023 03 14 10 07 00.000,11.68,13.28
2023 03 14 10 08 00.000,11.69,13.29
2023 03 14 10 09 00.000,11.7,13.23
2023 03 14 10 10 00.000,11.69,13.25
2023 03 14 10 11 00.000,11.66,13.27
2023 03 14 10 12 00.000,11.68,13.25
2023 03 14 10 13 00.000,11.68,13.24
2023 03 14 10 14 00.000,11.68,13.22
2023 03 14 10 15 00.000,11.68,13.24
2023 03 14 10 16 00.000,11.68,13.26
2023 03 14 10 17 00.000,11.68,13.28
2023 03 14 10 18 00.000,11.68,13.31
2023 03 14 10 19 00.000,11.68,13.28
2023 03 14 10 20 00.000,11.68,13.29
2023 03 14 10 21 00.000,11.68,13.29
2023 03 14 10 22 00.000,11.68,13.27
2023 03 14 10 23 00.000,11.68,13.29
2023 03 14 10 24 00.000,11.68,13.29
2023 03 14 10 25 00.000,11.68,13.32
2023 03 14 10 26 00.000,11.68,13.34
2023 03 14 10 27 00.000,11.68,13.35
2023 03 14 10 28 00.000,11.68,13.36
2023 03 14 10 29 00.000,11.68,13.34
2023 03 14 10 30 00.000,11.67,13.33
2023 03 14 10 31 00.000,11.67,13.3
2023 03 14 10 32 00.000,11.67,13.3
2023 03 14 10 33 00.000,11.65,13.3
2023 03 14 10 34 00.000,11.64,13.28
2023 03 14 10 35 00.000,11.63,13.28
2023 03 14 10 36 00.000,11.63,13.28
2023 03 14 10 37 00.000,11.63,13.29
2023 03 14 10 38 00.000,11.63,13.29
2023 03 14 10 39 00.000,11.63,13.27
2023 03 14 10 40 00.000,11.63,13.28
2023 03 14 10 41 00.000,11.63,13.29
2023 03 14 10 42 00.000,11.63,13.28
2023 03 14 10 43 00.000,11.63,13.28
2023 03 14 10 44 00.000,11.63,13.27
2023 03 14 10 45 00.000,11.64,13.28
2023 03 14 10 46 00.000,11.64,13.28
2023 03 14 10 47 00.000,11.64,13.31
2023 03 14 10 48 00.000,11.64,13.31
2023 03 14 10 49 00.000,11.64,13.3
2023 03 14 10 50 00.000,11.65,13.31
2023 03 14 10 51 00.000,11.65,13.3
2023 03 14 10 52 00.000,11.65,13.28
2023 03 14 10 53 00.000,11.66,13.3
2023 03 14 10 54 00.000,11.67,13.32
2023 03 14 10 55 00.000,11.67,13.33
2023 03 14 10 56 00.000,11.67,13.31
2023 03 14 10 57 00.000,11.67,13.34
2023 03 14 10 58 00.000,11.69,13.38
2023 03 14 10 59 00.000,11.69,13.4
2023 03 14 11 00 00.000,11.69,13.4
2023 03 14 11 01 00.000,11.69,13.41
2023 03 14 11 02 00.000,11.74,13.44
2023 03 14 11 03 00.000,11.74,13.47
2023 03 14 11 04 00.000,11.74,13.5
2023 03 14 11 05 00.000,11.74,13.52
2023 03 14 11 06 00.000,11.81,13.5
2023 03 14 11 07 00.000,11.81,13.5
2023 03 14 11 08 00.000,11.81,13.49
2023 03 14 11 09 00.000,11.81,13.48
2023 03 14 11 10 00.000,11.81,13.47
2023 03 14 11 11 00.000,11.81,13.48
2023 03 14 11 12 00.000,11.81,13.46
2023 03 14 11 13 00.000,11.81,13.44
2023 03 14 11 14 00.000,11.81,13.43
2023 03 14 11 15 00.000,11.76,13.41
2023 03 14 11 16 00.000,11.74,13.43
2023 03 14 11 17 00.000,11.74,13.45
2023 03 14 11 18 00.000,11.74,13.47
2023 03 14 11 19 00.000,11.74,13.47
2023 03 14 11 20 00.000,11.77,13.46
2023 03 14 11 21 00.000,11.77,13.46
2023 03 14 11 22 00.000,11.77,13.45
2023 03 14 11 23 00.000,11.77,13.44
2023 03 14 11 24 00.000,11.77,13.44
2023 03 14 11 25 00.000,11.77,13.45
2023 03 14 11 26 00.000,11.77,13.44
2023 03 14 11 27 00.000,11.77,13.44
2023 03 14 11 28 00.000,11.77,13.47
2023 03 14 11 29 00.000,11.8,13.48
2023 03 14 11 30 00.000,11.8,13.49
2023 03 14 11 31 00.000,11.8,13.49
2023 03 14 11 32 00.000,11.8,13.48
2023 03 14 11 33 00.000,11.8,13.48
2023 03 14 11 34 00.000,11.8,13.47
2023 03 14 11 35 00.000,11.8,13.48
2023 03 14 11 36 00.000,11.8,13.48
2023 03 14 11 37 00.000,11.79,13.51
2023 03 14 11 38 00.000,11.78,13.47
2023 03 14 11 39 00.000,11.77,13.47
2023 03 14 11 40 00.000,11.77,13.47
2023 03 14 11 41 00.000,11.77,13.47
2023 03 14 11 42 00.000,11.77,13.47
2023 03 14 11 43 00.000,11.76,13.45
2023 03 14 11 44 00.000,11.76,13.46
2023 03 14 11 45 00.000,11.76,13.46
2023 03 14 11 46 00.000,11.76,13.48
2023 03 14 11 47 00.000,11.76,13.48
2023 03 14 11 48 00.000,11.76,13.48
2023 03 14 11 49 00.000,11.8,13.51
2023 03 14 11 50 00.000,11.8,13.51
2023 03 14 11 51 00.000,11.8,13.49
2023 03 14 11 52 00.000,11.8,13.51
2023 03 14 11 53 00.000,11.8,13.49
2023 03 14 11 54 00.000,11.8,13.51
2023 03 14 11 55 00.000,11.77,13.52
2023 03 14 11 56 00.000,11.77,13.5
2023 03 14 11 57 00.000,11.77,13.47
2023 03 14 11 58 00.000,11.77,13.47
2023 03 14 11 59 00.000,11.77,13.45
2023 03 14 12 00 00.000,11.77,13.45
2023 03 14 12 01 00.000,11.77,13.44
2023 03 14 12 02 00.000,11.77,13.45
2023 03 14 12 03 00.000,11.75,13.49
2023 03 14 12 04 00.000,11.75,13.49
2023 03 14 12 05 00.000,11.74,13.48
2023 03 14 12 06 00.000,11.74,13.47
2023 03 14 12 07 00.000,11.74,13.45
2023 03 14 12 08 00.000,11.74,13.45
2023 03 14 12 09 00.000,11.74,13.46
2023 03 14 12 10 00.000,11.73,13.44
2023 03 14 12 11 00.000,11.73,13.43
2023 03 14 12 12 00.000,11.73,13.44
2023 03 14 12 13 00.000,11.73,13.44
2023 03 14 12 14 00.000,11.73,13.43
2023 03 14 12 15 00.000,11.73,13.43
2023 03 14 12 16 00.000,11.73,13.43
2023 03 14 12 17 00.000,11.76,13.46
2023 03 14 12 18 00.000,11.76,13.46
2023 03 14 12 19 00.000,11.76,13.46
2023 03 14 12 20 00.000,11.76,13.47
2023 03 14 12 21 00.000,11.76,13.44
2023 03 14 12 22 00.000,11.76,13.46
2023 03 14 12 23 00.000,11.74,13.45
2023 03 14 12 24 00.000,11.74,13.45
2023 03 14 12 25 00.000,11.75,13.45
2023 03 14 12 26 00.000,11.75,13.44
2023 03 14 12 27 00.000,11.75,13.42
2023 03 14 12 28 00.000,11.75,13.44
2023 03 14 12 29 00.000,11.75,13.45
2023 03 14 12 30 00.000,11.75,13.45
2023 03 14 12 31 00.000,11.75,13.45
2023 03 14 12 32 00.000,11.75,13.48
2023 03 14 12 33 00.000,11.75,13.47
2023 03 14 12 34 00.000,11.75,13.48
2023 03 14 12 35 00.000,11.75,13.5
2023 03 14 12 36 00.000,11.75,13.5
2023 03 14 12 37 00.000,11.78,13.5
2023 03 14 12 38 00.000,11.78,13.51
2023 03 14 12 39 00.000,11.78,13.49
2023 03 14 12 40 00.000,11.77,13.5
2023 03 14 12 41 00.000,11.77,13.48
2023 03 14 12 42 00.000,11.77,13.48
2023 03 14 12 43 00.000,11.77,13.48
2023 03 14 12 44 00.000,11.77,13.48
2023 03 14 12 45 00.000,11.75,13.48
2023 03 14 12 46 00.000,11.75,13.47
2023 03 14 12 47 00.000,11.75,13.47
2023 03 14 12 48 00.000,11.75,13.48
2023 03 14 12 49 00.000,11.75,13.48
2023 03 14 12 50 00.000,11.75,13.48
2023 03 14 12 51 00.000,11.75,13.47
2023 03 14 12 52 00.000,11.75,13.49
2023 03 14 12 53 00.000,11.75,13.48
2023 03 14 12 54 00.000,11.75,13.49
2023 03 14 12 55 00.000,11.74,13.47
2023 03 14 12 56 00.000,11.74,13.46
2023 03 14 12 57 00.000,11.74,13.48
2023 03 14 12 58 00.000,11.74,13.47
2023 03 14 12 59 00.000,11.74,13.47
2023 03 14 13 00 00.000,11.75,13.48
2023 03 14 13 01 00.000,11.75,13.49
2023 03 14 13 02 00.000,11.75,13.48
2023 03 14 13 03 00.000,11.75,13.49
2023 03 14 13 04 00.000,11.77,13.5
2023 03 14 13 05 00.000,11.77,13.49
2023 03 14 13 06 00.000,11.77,13.48
2023 03 14 13 07 00.000,11.77,13.48
2023 03 14 13 08 00.000,11.77,13.48
2023 03 14 13 09 00.000,11.77,13.48
2023 03 14 13 10 00.000,11.77,13.48
2023 03 14 13 11 00.000,11.77,13.48
2023 03 14 13 12 00.000,11.77,13.48
2023 03 14 13 13 00.000,11.77,13.48
2023 03 14 13 14 00.000,11.77,13.48
2023 03 14 13 15 00.000,11.77,13.46
2023 03 14 13 16 00.000,11.77,13.48
2023 03 14 13 17 00.000,11.77,13.48
2023 03 14 13 18 00.000,11.77,13.46
2023 03 14 13 19 00.000,11.77,13.48
2023 03 14 13 20 00.000,11.77,13.47
2023 03 14 13 21 00.000,11.77,13.47
2023 03 14 13 22 00.000,11.77,13.46
2023 03 14 13 23 00.000,11.77,13.47
2023 03 14 13 24 00.000,11.77,13.46
2023 03 14 13 25 00.000,11.74,13.45
2023 03 14 13 26 00.000,11.74,13.46
2023 03 14 13 27 00.000,11.74,13.47
2023 03 14 13 28 00.000,11.74,13.48
2023 03 14 13 29 00.000,11.74,13.47
2023 03 14 13 30 00.000,11.74,13.47
2023 03 14 13 31 00.000,11.74,13.47
2023 03 14 13 32 00.000,11.74,13.5
2023 03 14 13 33 00.000,11.74,13.5
2023 03 14 13 34 00.000,11.74,13.51
2023 03 14 13 35 00.000,11.74,13.5
2023 03 14 13 36 00.000,11.74,13.51
2023 03 14 13 37 00.000,11.74,13.5
2023 03 14 13 38 00.000,11.74,13.49
2023 03 14 13 39 00.000,11.74,13.5
2023 03 14 13 40 00.000,11.74,13.49
2023 03 14 13 41 00.000,11.74,13.49
2023 03 14 13 42 00.000,11.74,13.5
2023 03 14 13 43 00.000,11.74,13.5
2023 03 14 13 44 00.000,11.74,13.5
2023 03 14 13 45 00.000,11.74,13.5
2023 03 14 13 46 00.000,11.74,13.49
2023 03 14 13 47 00.000,11.79,13.49
2023 03 14 13 48 00.000,11.79,13.49
2023 03 14 13 49 00.000,11.79,13.49
2023 03 14 13 50 00.000,11.79,13.48
2023 03 14 13 51 00.000,11.77,13.47
2023 03 14 13 52 00.000,11.77,13.47
2023 03 14 13 53 00.000,11.77,13.47
2023 03 14 13 54 00.000,11.77,13.47
2023 03 14 13 55 00.000,11.77,13.48
2023 03 14 13 56 00.000,11.77,13.47
2023 03 14 13 57 00.000,11.77,13.46
2023 03 14 13 58 00.000,11.77,13.47
2023 03 14 13 59 00.000,11.77,13.47
2023 03 14 14 00 00.000,11.77,13.46
2023 03 14 14 01 00.000,11.77,13.46
2023 03 14 14 02 00.000,11.77,13.45
2023 03 14 14 03 00.000,11.77,13.45
2023 03 14 14 04 00.000,11.77,13.45
2023 03 14 14 05 00.000,11.77,13.45
2023 03 14 14 06 00.000,11.77,13.44
2023 03 14 14 07 00.000,11.77,13.43
2023 03 14 14 08 00.000,11.73,13.42
2023 03 14 14 09 00.000,11.73,13.42
2023 03 14 14 10 00.000,11.73,13.41
2023 03 14 14 11 00.000,11.73,13.41
2023 03 14 14 12 00.000,11.73,13.4
2023 03 14 14 13 00.000,11.73,13.4
2023 03 14 14 14 00.000,11.73,13.37
2023 03 14 14 15 00.000,11.73,13.37
2023 03 14 14 16 00.000,11.69,13.35
2023 03 14 14 17 00.000,11.7,13.35
2023 03 14 14 18 00.000,11.7,13.37
2023 03 14 14 19 00.000,11.7,13.38
2023 03 14 14 20 00.000,11.7,13.38
2023 03 14 14 21 00.000,11.7,13.39
2023 03 14 14 22 00.000,11.7,13.35
2023 03 14 14 23 00.000,11.7,13.37
2023 03 14 14 24 00.000,11.7,13.38
2023 03 14 14 25 00.000,11.7,13.39
2023 03 14 14 26 00.000,11.7,13.38
2023 03 14 14 27 00.000,11.7,13.41
2023 03 14 14 28 00.000,11.7,13.41
2023 03 14 14 29 00.000,11.7,13.4
2023 03 14 14 30 00.000,11.7,13.38
2023 03 14 14 31 00.000,11.7,13.37
2023 03 14 14 32 00.000,11.7,13.38
2023 03 14 14 33 00.000,11.7,13.4
2023 03 14 14 34 00.000,11.7,13.4
2023 03 14 14 35 00.000,11.7,13.4
2023 03 14 14 36 00.000,11.7,13.39
2023 03 14 14 37 00.000,11.7,13.38
2023 03 14 14 38 00.000,11.7,13.39
2023 03 14 14 39 00.000,11.7,13.39
2023 03 14 14 40 00.000,11.7,13.42
2023 03 14 14 41 00.000,11.7,13.4
2023 03 14 14 42 00.000,11.7,13.39
2023 03 14 14 43 00.000,11.7,13.37
2023 03 14 14 44 00.000,11.68,13.38
2023 03 14 14 45 00.000,11.68,13.38
2023 03 14 14 46 00.000,11.68,13.38
2023 03 14 14 47 00.000,11.68,13.4
2023 03 14 14 48 00.000,11.68,13.37
2023 03 14 14 49 00.000,11.68,13.38
2023 03 14 14 50 00.000,11.68,13.37
2023 03 14 14 51 00.000,11.69,13.37
2023 03 14 14 52 00.000,11.69,13.37
2023 03 14 14 53 00.000,11.69,13.38
2023 03 14 14 54 00.000,11.69,13.37
2023 03 14 14 55 00.000,11.69,13.37
2023 03 14 14 56 00.000,11.69,13.37
2023 03 14 14 57 00.000,11.69,13.37
2023 03 14 14 58 00.000,11.69,13.36
2023 03 14 14 59 00.000,11.69,13.36
2023 03 14 15 00 00.000,11.69,13.38
2023 03 14 15 01 00.000,11.69,13.39
2023 03 14 15 02 00.000,11.69,13.39
2023 03 14 15 03 00.000,11.68,13.39
2023 03 14 15 04 00.000,11.68,13.38
2023 03 14 15 05 00.000,11.68,13.37
2023 03 14 15 06 00.000,11.68,13.36
2023 03 14 15 07 00.000,11.68,13.36
2023 03 14 15 08 00.000,11.67,13.33
2023 03 14 15 09 00.000,11.67,13.35
2023 03 14 15 10 00.000,11.67,13.35
2023 03 14 15 11 00.000,11.69,13.35
2023 03 14 15 12 00.000,11.69,13.36
2023 03 14 15 13 00.000,11.69,13.36
2023 03 14 15 14 00.000,11.69,13.35
2023 03 14 15 15 00.000,11.69,13.34
2023 03 14 15 16 00.000,11.69,13.33
2023 03 14 15 17 00.000,11.69,13.33
2023 03 14 15 18 00.000,11.69,13.36
2023 03 14 15 19 00.000,11.69,13.36
2023 03 14 15 20 00.000,11.67,13.33
2023 03 14 15 21 00.000,11.66,13.34
2023 03 14 15 22 00.000,11.66,13.34
2023 03 14 15 23 00.000,11.66,13.35
2023 03 14 15 24 00.000,11.66,13.36
2023 03 14 15 25 00.000,11.66,13.36
2023 03 14 15 26 00.000,11.66,13.37
2023 03 14 15 27 00.000,11.66,13.37
2023 03 14 15 28 00.000,11.66,13.37
2023 03 14 15 29 00.000,11.66,13.37
2023 03 14 15 30 00.000,11.66,13.37
2023 03 14 15 31 00.000,11.66,13.36
2023 03 14 15 32 00.000,11.66,13.36
2023 03 14 15 33 00.000,11.66,13.36
2023 03 14 15 34 00.000,11.66,13.36
2023 03 14 15 35 00.000,11.66,13.35
2023 03 14 15 36 00.000,11.66,13.34
2023 03 14 15 37 00.000,11.66,13.35
2023 03 14 15 38 00.000,11.66,13.35
2023 03 14 15 39 00.000,11.66,13.34
2023 03 14 15 40 00.000,11.66,13.35
2023 03 14 15 41 00.000,11.66,13.36
2023 03 14 15 42 00.000,11.66,13.36
2023 03 14 15 43 00.000,11.66,13.36
2023 03 14 15 44 00.000,11.66,13.36
2023 03 14 15 45 00.000,11.66,13.36
2023 03 14 15 46 00.000,11.66,13.35
2023 03 14 15 47 00.000,11.66,13.37
2023 03 14 15 48 00.000,11.66,13.36
2023 03 14 15 49 00.000,11.66,13.36
2023 03 14 15 50 00.000,11.68,13.37
2023 03 14 15 51 00.000,11.68,13.36
2023 03 14 15 52 00.000,11.68,13.36
2023 03 14 15 53 00.000,11.68,13.35
2023 03 14 15 54 00.000,11.68,13.35
2023 03 14 15 55 00.000,11.68,13.35
2023 03 14 15 56 00.000,11.68,13.36
2023 03 14 15 57 00.000,11.68,13.36
2023 03 14 15 58 00.000,11.68,13.36
2023 03 14 15 59 00.000,11.68,13.36
2023 03 14 16 00 00.000,11.68,13.37
2023 03 14 16 01 00.000,11.68,13.36
2023 03 14 16 02 00.000,11.68,13.36
2023 03 14 16 03 00.000,11.68,13.35
2023 03 14 16 04 00.000,11.68,13.35
2023 03 14 16 05 00.000,11.68,13.36
2023 03 14 16 06 00.000,11.68,13.37
2023 03 14 16 07 00.000,11.68,13.36
2023 03 14 16 08 00.000,11.68,13.36
2023 03 14 16 09 00.000,11.66,13.34
2023 03 14 16 10 00.000,11.66,13.3
2023 03 14 16 11 00.000,11.66,13.3
2023 03 14 16 12 00.000,11.66,13.32
2023 03 14 16 13 00.000,11.66,13.32
2023 03 14 16 14 00.000,11.66,13.33
2023 03 14 16 15 00.000,11.66,13.28
2023 03 14 16 16 00.000,11.65,13.28
2023 03 14 16 17 00.000,11.65,13.29
2023 03 14 16 18 00.000,11.66,13.3
2023 03 14 16 19 00.000,11.66,13.32
2023 03 14 16 20 00.000,11.66,13.33
2023 03 14 16 21 00.000,11.66,13.34
2023 03 14 16 22 00.000,11.66,13.34
2023 03 14 16 23 00.000,11.66,13.34
2023 03 14 16 24 00.000,11.66,13.34
2023 03 14 16 25 00.000,11.66,13.33
2023 03 14 16 26 00.000,11.66,13.34
2023 03 14 16 27 00.000,11.67,13.35
2023 03 14 16 28 00.000,11.67,13.34
2023 03 14 16 29 00.000,11.67,13.34
2023 03 14 16 30 00.000,11.66,13.34
2023 03 14 16 31 00.000,11.66,13.34
2023 03 14 16 32 00.000,11.66,13.33
2023 03 14 16 33 00.000,11.67,13.33
2023 03 14 16 34 00.000,11.67,13.33
2023 03 14 16 35 00.000,11.67,13.33
2023 03 14 16 36 00.000,11.67,13.33
2023 03 14 16 37 00.000,11.67,13.34
2023 03 14 16 38 00.000,11.67,13.34
2023 03 14 16 39 00.000,11.66,13.31
2023 03 14 16 40 00.000,11.66,13.33
2023 03 14 16 41 00.000,11.66,13.33
2023 03 14 16 42 00.000,11.66,13.33
2023 03 14 16 43 00.000,11.66,13.34
2023 03 14 16 44 00.000,11.66,13.33
2023 03 14 16 45 00.000,11.66,13.34
2023 03 14 16 46 00.000,11.66,13.34
2023 03 14 16 47 00.000,11.66,13.32
2023 03 14 16 48 00.000,11.66,13.33
2023 03 14 16 49 00.000,11.66,13.33
2023 03 14 16 50 00.000,11.66,13.32
2023 03 14 16 51 00.000,11.65,13.34
2023 03 14 16 52 00.000,11.65,13.34
2023 03 14 16 53 00.000,11.65,13.32
2023 03 14 16 54 00.000,11.65,13.34
2023 03 14 17 07 00.000,11.65,13.34
2023 03 15 10 03 00.000,11.49,13.32
2023 03 15 10 04 00.000,11.5,13.32
2023 03 15 10 05 00.000,11.49,13.32
2023 03 15 10 06 00.000,11.51,13.32
2023 03 15 10 07 00.000,11.65,13.1
2023 03 15 10 08 00.000,11.5,13.11
2023 03 15 10 09 00.000,11.5,13.1
2023 03 15 10 10 00.000,11.5,13.09
2023 03 15 10 11 00.000,11.47,13.08
2023 03 15 10 12 00.000,11.47,13.09
2023 03 15 10 13 00.000,11.47,13.08
2023 03 15 10 14 00.000,11.47,13.07
2023 03 15 10 15 00.000,11.48,13.08
2023 03 15 10 16 00.000,11.5,13.1
2023 03 15 10 17 00.000,11.5,13.11
2023 03 15 10 18 00.000,11.5,13.12
2023 03 15 10 19 00.000,11.51,13.12
2023 03 15 10 20 00.000,11.5,13.11
2023 03 15 10 21 00.000,11.5,13.1
2023 03 15 10 22 00.000,11.5,13.09
2023 03 15 10 23 00.000,11.5,13.07
2023 03 15 10 24 00.000,11.48,13.09
2023 03 15 10 25 00.000,11.48,13.1
2023 03 15 10 26 00.000,11.49,13.11
2023 03 15 10 27 00.000,11.49,13.08
2023 03 15 10 28 00.000,11.49,13.08
2023 03 15 10 29 00.000,11.49,13.07
2023 03 15 10 30 00.000,11.45,13.04
2023 03 15 10 31 00.000,11.45,13.04
2023 03 15 10 32 00.000,11.45,13.03
2023 03 15 10 33 00.000,11.43,13.06
2023 03 15 10 34 00.000,11.43,13.06
2023 03 15 10 35 00.000,11.43,13.08
2023 03 15 10 36 00.000,11.43,13.06
2023 03 15 10 37 00.000,11.44,13.06
2023 03 15 10 38 00.000,11.44,13.08
2023 03 15 10 39 00.000,11.44,13.08
2023 03 15 10 40 00.000,11.44,13.07
2023 03 15 10 41 00.000,11.45,13.06
2023 03 15 10 42 00.000,11.47,13.06
2023 03 15 10 43 00.000,11.46,13.03
2023 03 15 10 44 00.000,11.46,13.06
2023 03 15 10 45 00.000,11.48,13.06
2023 03 15 10 46 00.000,11.45,13.05
2023 03 15 10 47 00.000,11.46,13.05
2023 03 15 10 48 00.000,11.46,13.02
2023 03 15 10 49 00.000,11.43,13.01
2023 03 15 10 50 00.000,11.43,13.01
2023 03 15 10 51 00.000,11.43,13.01
2023 03 15 10 52 00.000,11.43,13
2023 03 15 10 53 00.000,11.44,13
2023 03 15 10 54 00.000,11.44,13.01
2023 03 15 10 55 00.000,11.44,13.01
2023 03 15 10 56 00.000,11.44,12.97
2023 03 15 10 57 00.000,11.4,12.96
2023 03 15 10 58 00.000,11.4,12.98
2023 03 15 10 59 00.000,11.4,12.99
2023 03 15 11 00 00.000,11.4,12.98
2023 03 15 11 01 00.000,11.4,12.98
2023 03 15 11 02 00.000,11.4,12.98
2023 03 15 11 03 00.000,11.41,13
2023 03 15 11 04 00.000,11.41,13.02
2023 03 15 11 05 00.000,11.43,13.04
2023 03 15 11 06 00.000,11.43,13.07
2023 03 15 11 07 00.000,11.48,13.08
2023 03 15 11 08 00.000,11.48,13.09
2023 03 15 11 09 00.000,11.48,13.1
2023 03 15 11 10 00.000,11.52,13.12
2023 03 15 11 11 00.000,11.49,13.09
2023 03 15 11 12 00.000,11.48,13.07
2023 03 15 11 13 00.000,11.48,13.06
2023 03 15 11 14 00.000,11.48,13.03
2023 03 15 11 15 00.000,11.48,13.03
2023 03 15 11 16 00.000,11.48,13.05
2023 03 15 11 17 00.000,11.45,13.05
2023 03 15 11 18 00.000,11.45,13.05
2023 03 15 11 19 00.000,11.47,13.07
2023 03 15 11 20 00.000,11.47,13.05
2023 03 15 11 21 00.000,11.47,13.07
2023 03 15 11 22 00.000,11.5,13.08
2023 03 15 11 23 00.000,11.5,13.08
2023 03 15 11 24 00.000,11.5,13.05
2023 03 15 11 25 00.000,11.5,13.06
2023 03 15 11 26 00.000,11.46,13.04
2023 03 15 11 27 00.000,11.46,13.03
2023 03 15 11 28 00.000,11.46,13.05
2023 03 15 11 29 00.000,11.46,13.05
2023 03 15 11 30 00.000,11.46,13.04
2023 03 15 11 31 00.000,11.46,13.05
2023 03 15 11 32 00.000,11.46,13.03
2023 03 15 11 33 00.000,11.46,13.05
2023 03 15 11 34 00.000,11.46,13.01
2023 03 15 11 35 00.000,11.46,13.02
2023 03 15 11 36 00.000,11.46,13.01
2023 03 15 11 37 00.000,11.46,13.01
2023 03 15 11 38 00.000,11.46,13.01
2023 03 15 11 39 00.000,11.46,13.01
2023 03 15 11 40 00.000,11.46,13.01
2023 03 15 11 41 00.000,11.46,13.02
2023 03 15 11 42 00.000,11.43,13.01
2023 03 15 11 43 00.000,11.43,13.02
2023 03 15 11 44 00.000,11.43,13.01
2023 03 15 11 45 00.000,11.44,13.01
2023 03 15 11 46 00.000,11.44,13.01
2023 03 15 11 47 00.000,11.44,13.01
2023 03 15 11 48 00.000,11.44,13.03
2023 03 15 11 49 00.000,11.44,13.02
2023 03 15 11 50 00.000,11.44,13.02
2023 03 15 11 51 00.000,11.44,13.02
2023 03 15 11 52 00.000,11.44,13.02
2023 03 15 11 53 00.000,11.44,13.04
2023 03 15 11 54 00.000,11.44,13.04
2023 03 15 11 55 00.000,11.44,13.03
2023 03 15 11 56 00.000,11.44,13.04
2023 03 15 11 57 00.000,11.44,13.04
2023 03 15 11 58 00.000,11.46,13.03
2023 03 15 11 59 00.000,11.45,13.05
2023 03 15 12 00 00.000,11.45,13.05
2023 03 15 12 01 00.000,11.45,13.04
2023 03 15 12 02 00.000,11.45,13.04
2023 03 15 12 03 00.000,11.47,13.04
2023 03 15 12 04 00.000,11.47,13.03
2023 03 15 12 05 00.000,11.47,13.03
2023 03 15 12 06 00.000,11.47,13.05
2023 03 15 12 07 00.000,11.47,13.04
2023 03 15 12 08 00.000,11.47,13.03
2023 03 15 12 09 00.000,11.47,13.03
2023 03 15 12 10 00.000,11.47,13.04
2023 03 15 12 11 00.000,11.47,13.07
2023 03 15 12 12 00.000,11.47,13.07
2023 03 15 12 13 00.000,11.48,13.1
2023 03 15 12 14 00.000,11.48,13.1
2023 03 15 12 15 00.000,11.48,13.11
2023 03 15 12 16 00.000,11.5,13.11
2023 03 15 12 17 00.000,11.5,13.12
2023 03 15 12 18 00.000,11.5,13.11
2023 03 15 12 19 00.000,11.5,13.13
2023 03 15 12 20 00.000,11.5,13.15
2023 03 15 12 21 00.000,11.5,13.16
2023 03 15 12 22 00.000,11.5,13.15
2023 03 15 12 23 00.000,11.5,13.13
2023 03 15 12 24 00.000,11.49,13.11
2023 03 15 12 25 00.000,11.5,13.11
2023 03 15 12 26 00.000,11.5,13.12
2023 03 15 12 27 00.000,11.5,13.14
2023 03 15 12 28 00.000,11.5,13.15
2023 03 15 12 29 00.000,11.5,13.15
2023 03 15 12 30 00.000,11.5,13.15
2023 03 15 12 31 00.000,11.5,13.18
2023 03 15 12 32 00.000,11.5,13.18
2023 03 15 12 33 00.000,11.5,13.18
2023 03 15 12 34 00.000,11.5,13.17
2023 03 15 12 35 00.000,11.5,13.17
2023 03 15 12 36 00.000,11.51,13.17
2023 03 15 12 37 00.000,11.51,13.15
2023 03 15 12 38 00.000,11.51,13.16
2023 03 15 12 39 00.000,11.51,13.15
2023 03 15 12 40 00.000,11.51,13.15
2023 03 15 12 41 00.000,11.51,13.16
2023 03 15 12 42 00.000,11.52,13.15
2023 03 15 12 43 00.000,11.52,13.14
2023 03 15 12 44 00.000,11.52,13.14
2023 03 15 12 45 00.000,11.53,13.17
2023 03 15 12 46 00.000,11.53,13.19
2023 03 15 12 47 00.000,11.53,13.19
2023 03 15 12 48 00.000,11.53,13.19
2023 03 15 12 49 00.000,11.53,13.23
2023 03 15 12 50 00.000,11.53,13.2
2023 03 15 12 51 00.000,11.53,13.18
2023 03 15 12 52 00.000,11.53,13.18
2023 03 15 12 53 00.000,11.53,13.19
2023 03 15 12 54 00.000,11.53,13.18
2023 03 15 12 55 00.000,11.53,13.15
2023 03 15 12 56 00.000,11.53,13.15
2023 03 15 12 57 00.000,11.54,13.17
2023 03 15 12 58 00.000,11.54,13.17
2023 03 15 12 59 00.000,11.54,13.17
2023 03 15 13 00 00.000,11.54,13.2
2023 03 15 13 01 00.000,11.54,13.21
2023 03 15 13 02 00.000,11.54,13.2
2023 03 15 13 03 00.000,11.54,13.21
2023 03 15 13 04 00.000,11.54,13.19
2023 03 15 13 05 00.000,11.54,13.18
2023 03 15 13 06 00.000,11.54,13.17
2023 03 15 13 07 00.000,11.54,13.16
2023 03 15 13 08 00.000,11.54,13.19
2023 03 15 13 09 00.000,11.54,13.19
2023 03 15 13 10 00.000,11.54,13.19
